"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session","PM.lenient","condition","baseline_valence","baseline_arousa","valence_after_ind","arousal_after_ind","valence_after_PM","arousal_after_PM","valence_bef_after_ind","arousal_bef_after_ind","arousal_bef_after_PM","valence_bef_after_PM","recognition","agegroup","cond","OT_task_only","OT_task_PM","OT_task_only_rt","OT_task_PM_rt","PM_cost","c_tcaq","tcaq_g","MOCA"
"bottle","h","PM cue","",NA,NA,NA,"","[0.867151000071317]","['l']",0,NA,115,1,0,"Negative",99.5,80,100,80,100,80,0.5,0,0,0.5,1,2,"Negative",1,1,0.872541885019746,0.730011205409175,-0.142530679610571,29,69,30
"writer","h","PM cue","",NA,NA,NA,"","[0.733993399888277]","['l']",0,NA,115,1,0,"Negative",99.5,80,100,80,100,80,0.5,0,0,0.5,1,2,"Negative",1,1,0.872541885019746,0.730011205409175,-0.142530679610571,29,69,30
"event","h","PM cue","",NA,NA,NA,"","[0.667692500166595]","['l']",0,NA,115,1,0,"Negative",99.5,80,100,80,100,80,0.5,0,0,0.5,1,2,"Negative",1,1,0.872541885019746,0.730011205409175,-0.142530679610571,29,69,30
"writer","h","PM cue","",NA,NA,NA,"","[0.6170501001179218]","['l']",0,NA,115,1,0,"Negative",99.5,80,100,80,100,80,0.5,0,0,0.5,1,2,"Negative",1,1,0.872541885019746,0.730011205409175,-0.142530679610571,29,69,30
"bottle","h","PM cue","",NA,NA,NA,"","[0.7669823998585343]","['l']",0,NA,115,1,0,"Negative",99.5,80,100,80,100,80,0.5,0,0,0.5,1,2,"Negative",1,1,0.872541885019746,0.730011205409175,-0.142530679610571,29,69,30
"event","h","PM cue","",NA,NA,NA,"","[0.6005867999047041]","['l']",0,NA,115,1,0,"Negative",99.5,80,100,80,100,80,0.5,0,0,0.5,1,2,"Negative",1,1,0.872541885019746,0.730011205409175,-0.142530679610571,29,69,30
"bottle","h","PM cue","",NA,NA,NA,"","[1.0504538002423942]","['l']",0,NA,116,1,0,"Negative",100,25.5,85,23,99,27,-15,-2.5,1.5,-1,0,2,"Negative",0.95,0.986486486486487,0.739048427552916,0.783607915062968,0.0445594875100516,45,53,29
"writer","h","PM cue","",NA,NA,NA,"","[1.0342314997687936]","['l']",0,NA,116,1,0,"Negative",100,25.5,85,23,99,27,-15,-2.5,1.5,-1,1,2,"Negative",0.95,0.986486486486487,0.739048427552916,0.783607915062968,0.0445594875100516,45,53,29
"event","h","PM cue","",NA,NA,NA,"","[0.8344654999673367]","['l']",0,NA,116,1,0,"Negative",100,25.5,85,23,99,27,-15,-2.5,1.5,-1,1,2,"Negative",0.95,0.986486486486487,0.739048427552916,0.783607915062968,0.0445594875100516,45,53,29
"writer","h","PM cue","",NA,NA,NA,"","[0.8508586999960244]","['l']",0,NA,116,1,0,"Negative",100,25.5,85,23,99,27,-15,-2.5,1.5,-1,1,2,"Negative",0.95,0.986486486486487,0.739048427552916,0.783607915062968,0.0445594875100516,45,53,29
"bottle","h","PM cue","",NA,NA,NA,"","[1.0504044997505844]","['l']",0,NA,116,1,0,"Negative",100,25.5,85,23,99,27,-15,-2.5,1.5,-1,0,2,"Negative",0.95,0.986486486486487,0.739048427552916,0.783607915062968,0.0445594875100516,45,53,29
"event","h","PM cue","",NA,NA,NA,"","[0.9338112999685109]","['l']",0,NA,116,1,0,"Negative",100,25.5,85,23,99,27,-15,-2.5,1.5,-1,1,2,"Negative",0.95,0.986486486486487,0.739048427552916,0.783607915062968,0.0445594875100516,45,53,29
"detail","h","PM cue","",NA,NA,NA,"","[2.666650800034404]","['h']",1,NA,117,2,1,"Negative",77,38.5,42,40,61,60,-35,1.5,21.5,-16,1,2,"Negative",0.95,0.932432432432432,0.719806148724344,1.101712054057,0.381905905332653,44,50,27
"village","h","PM cue","",NA,NA,NA,"","[1.7164445000234991]","['h']",1,NA,117,2,1,"Negative",77,38.5,42,40,61,60,-35,1.5,21.5,-16,0,2,"Negative",0.95,0.932432432432432,0.719806148724344,1.101712054057,0.381905905332653,44,50,27
"circle","h","PM cue","",NA,NA,NA,"","[1.5837445999495685]","['h']",1,NA,117,2,1,"Negative",77,38.5,42,40,61,60,-35,1.5,21.5,-16,0,2,"Negative",0.95,0.932432432432432,0.719806148724344,1.101712054057,0.381905905332653,44,50,27
"detail","h","PM cue","",NA,NA,NA,"","[1.450451000011526]","['h']",1,NA,117,2,1,"Negative",77,38.5,42,40,61,60,-35,1.5,21.5,-16,1,2,"Negative",0.95,0.932432432432432,0.719806148724344,1.101712054057,0.381905905332653,44,50,27
"circle","h","PM cue","",NA,NA,NA,"","[1.6669570000376552]","['h']",1,NA,117,2,1,"Negative",77,38.5,42,40,61,60,-35,1.5,21.5,-16,0,2,"Negative",0.95,0.932432432432432,0.719806148724344,1.101712054057,0.381905905332653,44,50,27
"village","h","PM cue","",NA,NA,NA,"","[1.5836766000138596]","['h']",1,NA,117,2,1,"Negative",77,38.5,42,40,61,60,-35,1.5,21.5,-16,0,2,"Negative",0.95,0.932432432432432,0.719806148724344,1.101712054057,0.381905905332653,44,50,27
"wagon","h","PM cue","",NA,NA,NA,"","[1.7006335000041872]","['h']",1,NA,118,3,1,"Negative",71.5,70.5,50,30,70,53,-21.5,-40.5,-17.5,-1.5,1,2,"Negative",0.975,0.878378378378378,1.11533302997123,1.36335950422848,0.248026474257259,53,77,31
"teacher","h","PM cue","",NA,NA,NA,"","[1.5833635998424143]","['h']",1,NA,118,3,1,"Negative",71.5,70.5,50,30,70,53,-21.5,-40.5,-17.5,-1.5,1,2,"Negative",0.975,0.878378378378378,1.11533302997123,1.36335950422848,0.248026474257259,53,77,31
"curious","h","PM cue","",NA,NA,NA,"","[0.8671233998611569]","['l']",0,NA,118,3,0,"Negative",71.5,70.5,50,30,70,53,-21.5,-40.5,-17.5,-1.5,0,2,"Negative",0.975,0.878378378378378,1.11533302997123,1.36335950422848,0.248026474257259,53,77,31
"wagon","h","PM cue","",NA,NA,NA,"","[1.8171522999182343]","['h']",1,NA,118,3,1,"Negative",71.5,70.5,50,30,70,53,-21.5,-40.5,-17.5,-1.5,1,2,"Negative",0.975,0.878378378378378,1.11533302997123,1.36335950422848,0.248026474257259,53,77,31
"curious","h","PM cue","",NA,NA,NA,"","[2.1338641999755055]","['h']",1,NA,118,3,1,"Negative",71.5,70.5,50,30,70,53,-21.5,-40.5,-17.5,-1.5,0,2,"Negative",0.975,0.878378378378378,1.11533302997123,1.36335950422848,0.248026474257259,53,77,31
"teacher","h","PM cue","",NA,NA,NA,"","[1.4171038998756558]","['h']",1,NA,118,3,1,"Negative",71.5,70.5,50,30,70,53,-21.5,-40.5,-17.5,-1.5,1,2,"Negative",0.975,0.878378378378378,1.11533302997123,1.36335950422848,0.248026474257259,53,77,31
"detail","h","PM cue","",NA,NA,NA,"","[1.7003255002200603]","['l']",0,NA,119,2,0,"Negative",76.5,37,31,43,56,31,-45.5,6,-6,-20.5,1,2,"Negative",1,0.959459459459459,1.09206713998574,1.39491860273179,0.302851462746055,37,NA,31
"village","h","PM cue","",NA,NA,NA,"","[1.9002559001091868, 2.8168684002012014]","['h', 'd']",1,NA,119,2,1,"Negative",76.5,37,31,43,56,31,-45.5,6,-6,-20.5,0,2,"Negative",1,0.959459459459459,1.09206713998574,1.39491860273179,0.302851462746055,37,NA,31
"circle","h","PM cue","",NA,NA,NA,"","[1.8005123001057655, 2.2002960999961942]","['d', 'h']",0,NA,119,2,1,"Negative",76.5,37,31,43,56,31,-45.5,6,-6,-20.5,0,2,"Negative",1,0.959459459459459,1.09206713998574,1.39491860273179,0.302851462746055,37,NA,31
"detail","h","PM cue","",NA,NA,NA,"","[2.0672389999963343, 2.2840287000872195]","['h', 'd']",1,NA,119,2,1,"Negative",76.5,37,31,43,56,31,-45.5,6,-6,-20.5,1,2,"Negative",1,0.959459459459459,1.09206713998574,1.39491860273179,0.302851462746055,37,NA,31
"circle","h","PM cue","",NA,NA,NA,"","[1.2503472999669611, 2.649851999944076]","['d', 'h']",0,NA,119,2,1,"Negative",76.5,37,31,43,56,31,-45.5,6,-6,-20.5,0,2,"Negative",1,0.959459459459459,1.09206713998574,1.39491860273179,0.302851462746055,37,NA,31
"village","h","PM cue","",NA,NA,NA,"","[1.983968700049445, 2.733838399872184]","['l', 'h']",0,NA,119,2,1,"Negative",76.5,37,31,43,56,31,-45.5,6,-6,-20.5,0,2,"Negative",1,0.959459459459459,1.09206713998574,1.39491860273179,0.302851462746055,37,NA,31
"wagon","h","PM cue","",NA,NA,NA,"","[1.7342129000462592]","['h']",1,NA,12,3,1,"Negative",41,75,21,36,38,46,-20,-39,-29,-3,1,1,"Negative",0.975,0.945945945945946,0.737026007502573,0.972780445943008,0.235754438440435,66,88,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.600439199944958]","['h']",1,NA,12,3,1,"Negative",41,75,21,36,38,46,-20,-39,-29,-3,1,1,"Negative",0.975,0.945945945945946,0.737026007502573,0.972780445943008,0.235754438440435,66,88,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.2836557000409812]","['h']",1,NA,12,3,1,"Negative",41,75,21,36,38,46,-20,-39,-29,-3,1,1,"Negative",0.975,0.945945945945946,0.737026007502573,0.972780445943008,0.235754438440435,66,88,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.350647799903527]","['h']",1,NA,12,3,1,"Negative",41,75,21,36,38,46,-20,-39,-29,-3,1,1,"Negative",0.975,0.945945945945946,0.737026007502573,0.972780445943008,0.235754438440435,66,88,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.5003269999288023]","['h']",1,NA,12,3,1,"Negative",41,75,21,36,38,46,-20,-39,-29,-3,1,1,"Negative",0.975,0.945945945945946,0.737026007502573,0.972780445943008,0.235754438440435,66,88,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.2502293998841196]","['h']",1,NA,12,3,1,"Negative",41,75,21,36,38,46,-20,-39,-29,-3,1,1,"Negative",0.975,0.945945945945946,0.737026007502573,0.972780445943008,0.235754438440435,66,88,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.4671219000592828]","['h']",1,NA,120,3,1,"Negative",50.5,52.5,32,70,27,72,-18.5,17.5,19.5,-23.5,1,2,"Negative",1,0.972972972972973,0.865998462506104,0.968755414873059,0.102756952366955,44,73,27
"teacher","h","PM cue","",NA,NA,NA,"","[1.7169717999640852]","['h']",1,NA,120,3,1,"Negative",50.5,52.5,32,70,27,72,-18.5,17.5,19.5,-23.5,1,2,"Negative",1,0.972972972972973,0.865998462506104,0.968755414873059,0.102756952366955,44,73,27
"curious","h","PM cue","",NA,NA,NA,"","[1.9339227001182735]","['h']",1,NA,120,3,1,"Negative",50.5,52.5,32,70,27,72,-18.5,17.5,19.5,-23.5,1,2,"Negative",1,0.972972972972973,0.865998462506104,0.968755414873059,0.102756952366955,44,73,27
"wagon","h","PM cue","",NA,NA,NA,"","[0.784121299860999, 1.9173448998481035]","['d', 'h']",0,NA,120,3,1,"Negative",50.5,52.5,32,70,27,72,-18.5,17.5,19.5,-23.5,1,2,"Negative",1,0.972972972972973,0.865998462506104,0.968755414873059,0.102756952366955,44,73,27
"curious","h","PM cue","",NA,NA,NA,"","[2.3003954000305384]","['h']",1,NA,120,3,1,"Negative",50.5,52.5,32,70,27,72,-18.5,17.5,19.5,-23.5,1,2,"Negative",1,0.972972972972973,0.865998462506104,0.968755414873059,0.102756952366955,44,73,27
"teacher","h","PM cue","",NA,NA,NA,"","[1.4844990000128746]","['h']",1,NA,120,3,1,"Negative",50.5,52.5,32,70,27,72,-18.5,17.5,19.5,-23.5,1,2,"Negative",1,0.972972972972973,0.865998462506104,0.968755414873059,0.102756952366955,44,73,27
"bottle","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,121,1,0,"Negative",70.5,71,92,69,91,91,21.5,-2,20,20.5,1,2,"Negative",0.85,0.851351351351351,0.843736587496824,0.973564676706016,0.129828089209192,37,46,30
"writer","h","PM cue","",NA,NA,NA,"","[1.4837951998924837]","['h']",1,NA,121,1,1,"Negative",70.5,71,92,69,91,91,21.5,-2,20,20.5,0,2,"Negative",0.85,0.851351351351351,0.843736587496824,0.973564676706016,0.129828089209192,37,46,30
"event","h","PM cue","",NA,NA,NA,"","[1.350645500002429]","['l']",0,NA,121,1,0,"Negative",70.5,71,92,69,91,91,21.5,-2,20,20.5,0,2,"Negative",0.85,0.851351351351351,0.843736587496824,0.973564676706016,0.129828089209192,37,46,30
"writer","h","PM cue","",NA,NA,NA,"","[1.3505443000467494]","['h']",1,NA,121,1,1,"Negative",70.5,71,92,69,91,91,21.5,-2,20,20.5,0,2,"Negative",0.85,0.851351351351351,0.843736587496824,0.973564676706016,0.129828089209192,37,46,30
"bottle","h","PM cue","",NA,NA,NA,"","[2.7834371000062674]","['h']",1,NA,121,1,1,"Negative",70.5,71,92,69,91,91,21.5,-2,20,20.5,1,2,"Negative",0.85,0.851351351351351,0.843736587496824,0.973564676706016,0.129828089209192,37,46,30
"event","h","PM cue","",NA,NA,NA,"","[1.3505277000367641]","['h']",1,NA,121,1,1,"Negative",70.5,71,92,69,91,91,21.5,-2,20,20.5,0,2,"Negative",0.85,0.851351351351351,0.843736587496824,0.973564676706016,0.129828089209192,37,46,30
"bottle","h","PM cue","",NA,NA,NA,"","[0.6838515000417829]","['l']",0,NA,122,1,0,"Negative",71.5,30,61,40,81,20,-10.5,10,-10,9.5,1,2,"Negative",0.925,0.945945945945946,0.870957871797518,0.835005687851761,-0.0359521839457576,39,70,30
"writer","h","PM cue","",NA,NA,NA,"","[0.716675299918279]","['l']",0,NA,122,1,0,"Negative",71.5,30,61,40,81,20,-10.5,10,-10,9.5,0,2,"Negative",0.925,0.945945945945946,0.870957871797518,0.835005687851761,-0.0359521839457576,39,70,30
"event","h","PM cue","",NA,NA,NA,"","[0.7840356999076903]","['l']",0,NA,122,1,0,"Negative",71.5,30,61,40,81,20,-10.5,10,-10,9.5,1,2,"Negative",0.925,0.945945945945946,0.870957871797518,0.835005687851761,-0.0359521839457576,39,70,30
"writer","h","PM cue","",NA,NA,NA,"","[0.8006076000165194]","['l']",0,NA,122,1,0,"Negative",71.5,30,61,40,81,20,-10.5,10,-10,9.5,0,2,"Negative",0.925,0.945945945945946,0.870957871797518,0.835005687851761,-0.0359521839457576,39,70,30
"bottle","h","PM cue","",NA,NA,NA,"","[0.7842294999863952]","['l']",0,NA,122,1,0,"Negative",71.5,30,61,40,81,20,-10.5,10,-10,9.5,1,2,"Negative",0.925,0.945945945945946,0.870957871797518,0.835005687851761,-0.0359521839457576,39,70,30
"event","h","PM cue","",NA,NA,NA,"","[0.6334518999792635]","['l']",0,NA,122,1,0,"Negative",71.5,30,61,40,81,20,-10.5,10,-10,9.5,1,2,"Negative",0.925,0.945945945945946,0.870957871797518,0.835005687851761,-0.0359521839457576,39,70,30
"detail","h","PM cue","",NA,NA,NA,"","[1.9335896999982651]","['h']",1,NA,123,2,1,"Negative",70.5,37,65,53,51,41,-5.5,16,4,-19.5,1,2,"Negative",1,0.878378378378378,0.754157820000182,1.12023242739586,0.366074607395676,57,55,30
"village","h","PM cue","",NA,NA,NA,"","[1.7006841999973403]","['h']",1,NA,123,2,1,"Negative",70.5,37,65,53,51,41,-5.5,16,4,-19.5,1,2,"Negative",1,0.878378378378378,0.754157820000182,1.12023242739586,0.366074607395676,57,55,30
"circle","h","PM cue","",NA,NA,NA,"","[1.8503903000091668]","['l']",0,NA,123,2,0,"Negative",70.5,37,65,53,51,41,-5.5,16,4,-19.5,1,2,"Negative",1,0.878378378378378,0.754157820000182,1.12023242739586,0.366074607395676,57,55,30
"detail","h","PM cue","",NA,NA,NA,"","[1.7502436000067974]","['h']",1,NA,123,2,1,"Negative",70.5,37,65,53,51,41,-5.5,16,4,-19.5,1,2,"Negative",1,0.878378378378378,0.754157820000182,1.12023242739586,0.366074607395676,57,55,30
"circle","h","PM cue","",NA,NA,NA,"","[2.2334235000016633]","['h']",1,NA,123,2,1,"Negative",70.5,37,65,53,51,41,-5.5,16,4,-19.5,1,2,"Negative",1,0.878378378378378,0.754157820000182,1.12023242739586,0.366074607395676,57,55,30
"village","h","PM cue","",NA,NA,NA,"","[1.4671645000053104]","['h']",1,NA,123,2,1,"Negative",70.5,37,65,53,51,41,-5.5,16,4,-19.5,1,2,"Negative",1,0.878378378378378,0.754157820000182,1.12023242739586,0.366074607395676,57,55,30
"bottle","h","PM cue","",NA,NA,NA,"","[1.000446899997769]","['l']",0,NA,39,1,0,"Negative",42,80,62,99,62,100,20,19,20,20,0,2,"Negative",0.85,0.891891891891892,0.89676746749974,0.930656990410333,0.033889522910593,59,76,26
"writer","h","PM cue","",NA,NA,NA,"","[1.284129200008465]","['l']",0,NA,39,1,0,"Negative",42,80,62,99,62,100,20,19,20,20,1,2,"Negative",0.85,0.891891891891892,0.89676746749974,0.930656990410333,0.033889522910593,59,76,26
"event","h","PM cue","",NA,NA,NA,"","[1.917182099976344]","['l']",0,NA,39,1,0,"Negative",42,80,62,99,62,100,20,19,20,20,1,2,"Negative",0.85,0.891891891891892,0.89676746749974,0.930656990410333,0.033889522910593,59,76,26
"writer","h","PM cue","",NA,NA,NA,"","[0.8340767000045162]","['d']",0,NA,39,1,0,"Negative",42,80,62,99,62,100,20,19,20,20,1,2,"Negative",0.85,0.891891891891892,0.89676746749974,0.930656990410333,0.033889522910593,59,76,26
"bottle","h","PM cue","",NA,NA,NA,"","[1.2506226999976207]","['d']",0,NA,39,1,0,"Negative",42,80,62,99,62,100,20,19,20,20,0,2,"Negative",0.85,0.891891891891892,0.89676746749974,0.930656990410333,0.033889522910593,59,76,26
"event","h","PM cue","",NA,NA,NA,"","[1.7170200999826193]","['l']",0,NA,39,1,0,"Negative",42,80,62,99,62,100,20,19,20,20,1,2,"Negative",0.85,0.891891891891892,0.89676746749974,0.930656990410333,0.033889522910593,59,76,26
"wagon","h","PM cue","",NA,NA,NA,"","[1.6008678000071086]","['h']",1,NA,125,3,1,"Negative",98,97,99,99,99,98,1,2,1,1,1,2,"Negative",1,0.972972972972973,0.796702497503429,0.752246956755502,-0.0444555407479276,30,58,30
"teacher","h","PM cue","",NA,NA,NA,"","[1.683779000013601]","['h']",1,NA,125,3,1,"Negative",98,97,99,99,99,98,1,2,1,1,1,2,"Negative",1,0.972972972972973,0.796702497503429,0.752246956755502,-0.0444555407479276,30,58,30
"curious","h","PM cue","",NA,NA,NA,"","[1.2670612999936566]","['h']",1,NA,125,3,1,"Negative",98,97,99,99,99,98,1,2,1,1,1,2,"Negative",1,0.972972972972973,0.796702497503429,0.752246956755502,-0.0444555407479276,30,58,30
"wagon","h","PM cue","",NA,NA,NA,"","[1.3166312000248581]","['h']",1,NA,125,3,1,"Negative",98,97,99,99,99,98,1,2,1,1,1,2,"Negative",1,0.972972972972973,0.796702497503429,0.752246956755502,-0.0444555407479276,30,58,30
"curious","h","PM cue","",NA,NA,NA,"","[1.4668932000058703]","['h']",1,NA,125,3,1,"Negative",98,97,99,99,99,98,1,2,1,1,1,2,"Negative",1,0.972972972972973,0.796702497503429,0.752246956755502,-0.0444555407479276,30,58,30
"teacher","h","PM cue","",NA,NA,NA,"","[1.4501008000224829]","['h']",1,NA,125,3,1,"Negative",98,97,99,99,99,98,1,2,1,1,1,2,"Negative",1,0.972972972972973,0.796702497503429,0.752246956755502,-0.0444555407479276,30,58,30
"wagon","h","PM cue","",NA,NA,NA,"","[1.9669568999997864]","['h']",1,NA,126,3,1,"Negative",39.5,20.5,48,29,72,33,8.5,8.5,12.5,32.5,1,2,"Negative",1,0.945945945945946,0.757078655000032,1.12388432602756,0.366805671027526,39,67,29
"teacher","h","PM cue","",NA,NA,NA,"","[2.5336189000008744]","['h']",1,NA,126,3,1,"Negative",39.5,20.5,48,29,72,33,8.5,8.5,12.5,32.5,0,2,"Negative",1,0.945945945945946,0.757078655000032,1.12388432602756,0.366805671027526,39,67,29
"curious","h","PM cue","",NA,NA,NA,"","[1.8170767999999953]","['h']",1,NA,126,3,1,"Negative",39.5,20.5,48,29,72,33,8.5,8.5,12.5,32.5,1,2,"Negative",1,0.945945945945946,0.757078655000032,1.12388432602756,0.366805671027526,39,67,29
"wagon","h","PM cue","",NA,NA,NA,"","[1.684088800000609]","['h']",1,NA,126,3,1,"Negative",39.5,20.5,48,29,72,33,8.5,8.5,12.5,32.5,1,2,"Negative",1,0.945945945945946,0.757078655000032,1.12388432602756,0.366805671027526,39,67,29
"curious","h","PM cue","",NA,NA,NA,"","[2.400706500000524]","['h']",1,NA,126,3,1,"Negative",39.5,20.5,48,29,72,33,8.5,8.5,12.5,32.5,1,2,"Negative",1,0.945945945945946,0.757078655000032,1.12388432602756,0.366805671027526,39,67,29
"teacher","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,126,3,0,"Negative",39.5,20.5,48,29,72,33,8.5,8.5,12.5,32.5,0,2,"Negative",1,0.945945945945946,0.757078655000032,1.12388432602756,0.366805671027526,39,67,29
"detail","h","PM cue","",NA,NA,NA,"","[1.3839838999847416]","['h']",1,NA,127,2,1,"Negative",89,27.5,94,29,95,25,5,1.5,-2.5,6,1,2,"Negative",1,0.986486486486487,0.755996702499397,0.936144513698384,0.180147811198987,52,81,30
"village","h","PM cue","",NA,NA,NA,"","[1.633934000012232]","['h']",1,NA,127,2,1,"Negative",89,27.5,94,29,95,25,5,1.5,-2.5,6,1,2,"Negative",1,0.986486486486487,0.755996702499397,0.936144513698384,0.180147811198987,52,81,30
"circle","h","PM cue","",NA,NA,NA,"","[1.5003030999796465]","['h']",1,NA,127,2,1,"Negative",89,27.5,94,29,95,25,5,1.5,-2.5,6,1,2,"Negative",1,0.986486486486487,0.755996702499397,0.936144513698384,0.180147811198987,52,81,30
"detail","h","PM cue","",NA,NA,NA,"","[1.483303099987097]","['h']",1,NA,127,2,1,"Negative",89,27.5,94,29,95,25,5,1.5,-2.5,6,1,2,"Negative",1,0.986486486486487,0.755996702499397,0.936144513698384,0.180147811198987,52,81,30
"circle","h","PM cue","",NA,NA,NA,"","[1.6170939999865368]","['h']",1,NA,127,2,1,"Negative",89,27.5,94,29,95,25,5,1.5,-2.5,6,1,2,"Negative",1,0.986486486486487,0.755996702499397,0.936144513698384,0.180147811198987,52,81,30
"village","h","PM cue","",NA,NA,NA,"","[1.250665300001856]","['h']",1,NA,127,2,1,"Negative",89,27.5,94,29,95,25,5,1.5,-2.5,6,1,2,"Negative",1,0.986486486486487,0.755996702499397,0.936144513698384,0.180147811198987,52,81,30
"bottle","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,128,1,0,"Negative",60.5,50.5,30,70,29,31,-30.5,19.5,-19.5,-31.5,1,2,"Negative",0.8,0.797297297297297,1.1999594210402,1.35909905441975,0.159139633379554,59,78,31
"writer","h","PM cue","",NA,NA,NA,"","[1.8337741999421269]","['h']",1,NA,128,1,1,"Negative",60.5,50.5,30,70,29,31,-30.5,19.5,-19.5,-31.5,1,2,"Negative",0.8,0.797297297297297,1.1999594210402,1.35909905441975,0.159139633379554,59,78,31
"event","h","PM cue","",NA,NA,NA,"","[2.083861600025557]","['l']",0,NA,128,1,0,"Negative",60.5,50.5,30,70,29,31,-30.5,19.5,-19.5,-31.5,0,2,"Negative",0.8,0.797297297297297,1.1999594210402,1.35909905441975,0.159139633379554,59,78,31
"writer","h","PM cue","",NA,NA,NA,"","[1.6338647999800742]","['h']",1,NA,128,1,1,"Negative",60.5,50.5,30,70,29,31,-30.5,19.5,-19.5,-31.5,1,2,"Negative",0.8,0.797297297297297,1.1999594210402,1.35909905441975,0.159139633379554,59,78,31
"bottle","h","PM cue","",NA,NA,NA,"","[1.783584599965252]","['h']",1,NA,128,1,1,"Negative",60.5,50.5,30,70,29,31,-30.5,19.5,-19.5,-31.5,1,2,"Negative",0.8,0.797297297297297,1.1999594210402,1.35909905441975,0.159139633379554,59,78,31
"event","h","PM cue","",NA,NA,NA,"","[1.316804499947466]","['d']",0,NA,128,1,0,"Negative",60.5,50.5,30,70,29,31,-30.5,19.5,-19.5,-31.5,0,2,"Negative",0.8,0.797297297297297,1.1999594210402,1.35909905441975,0.159139633379554,59,78,31
"detail","h","PM cue","",NA,NA,NA,"","[2.2504273999948055]","['h']",1,NA,129,2,1,"Negative",82,9.5,91,10,92,9,9,0.5,-0.5,10,1,2,"Negative",0.825,0.932432432432432,1.06199987947893,1.21529012878285,0.15329024930392,36,66,29
"village","h","PM cue","",NA,NA,NA,"","[1.7503954998683184]","['h']",1,NA,129,2,1,"Negative",82,9.5,91,10,92,9,9,0.5,-0.5,10,1,2,"Negative",0.825,0.932432432432432,1.06199987947893,1.21529012878285,0.15329024930392,36,66,29
"circle","h","PM cue","",NA,NA,NA,"","[2.383661099942401]","['l']",0,NA,129,2,0,"Negative",82,9.5,91,10,92,9,9,0.5,-0.5,10,1,2,"Negative",0.825,0.932432432432432,1.06199987947893,1.21529012878285,0.15329024930392,36,66,29
