"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session","PM.lenient","condition","baseline_valence","baseline_arousa","valence_after_ind","arousal_after_ind","valence_after_PM","arousal_after_PM","valence_bef_after_ind","arousal_bef_after_ind","arousal_bef_after_PM","valence_bef_after_PM","recognition","agegroup","cond","OT_task_only","OT_task_PM","OT_task_only_rt","OT_task_PM_rt","PM_cost","c_tcaq","tcaq_g","MOCA"
"bottle","h","PM cue","",NA,NA,NA,"","[0.8169017999898642]","['h']",1,NA,33,1,1,"Negative",50.5,36,39,27,56,35,-11.5,-9,-1,5.5,0,1,"Negative",0.8,0.743243243243243,0.890844818431345,1.1140225394301,0.223177720998756,61,83,NA
"event","h","PM cue","",NA,NA,NA,"","[0.8337743999436498]","['h']",1,NA,33,1,1,"Negative",50.5,36,39,27,56,35,-11.5,-9,-1,5.5,1,1,"Negative",0.8,0.743243243243243,0.890844818431345,1.1140225394301,0.223177720998756,61,83,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.7168181999586523]","['h']",1,NA,34,1,1,"Negative",50.5,88,51,89,51,96,0.5,1,8,0.5,0,1,"Negative",0.775,0.945945945945946,0.888300307502504,1.01987462221425,0.131574314711745,51,75,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.0504350999835879]","['h']",1,NA,34,1,1,"Negative",50.5,88,51,89,51,96,0.5,1,8,0.5,0,1,"Negative",0.775,0.945945945945946,0.888300307502504,1.01987462221425,0.131574314711745,51,75,NA
"event","h","PM cue","",NA,NA,NA,"","[1.1005915999412537]","['h']",1,NA,34,1,1,"Negative",50.5,88,51,89,51,96,0.5,1,8,0.5,0,1,"Negative",0.775,0.945945945945946,0.888300307502504,1.01987462221425,0.131574314711745,51,75,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.9176398999989033]","['h']",1,NA,34,1,1,"Negative",50.5,88,51,89,51,96,0.5,1,8,0.5,0,1,"Negative",0.775,0.945945945945946,0.888300307502504,1.01987462221425,0.131574314711745,51,75,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.2336665000766516]","['l']",0,NA,34,1,0,"Negative",50.5,88,51,89,51,96,0.5,1,8,0.5,0,1,"Negative",0.775,0.945945945945946,0.888300307502504,1.01987462221425,0.131574314711745,51,75,NA
"event","h","PM cue","",NA,NA,NA,"","[0.9174451001454145]","['h']",1,NA,34,1,1,"Negative",50.5,88,51,89,51,96,0.5,1,8,0.5,0,1,"Negative",0.775,0.945945945945946,0.888300307502504,1.01987462221425,0.131574314711745,51,75,NA
"detail","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,35,1,0,"Negative",18.5,69.5,15,25,15,97,-3.5,-44.5,27.5,-3.5,0,1,"Negative",0.9,0.864864864864865,0.945742507482646,1.05391829437576,0.108175786893116,76,81,NA
"village","h","PM cue","",NA,NA,NA,"","[1.083628199994564]","['l']",0,NA,35,1,0,"Negative",18.5,69.5,15,25,15,97,-3.5,-44.5,27.5,-3.5,0,1,"Negative",0.9,0.864864864864865,0.945742507482646,1.05391829437576,0.108175786893116,76,81,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.3004506998695433, 2.3336211000569165]","['l', 'h']",0,NA,35,1,1,"Negative",18.5,69.5,15,25,15,97,-3.5,-44.5,27.5,-3.5,0,1,"Negative",0.9,0.864864864864865,0.945742507482646,1.05391829437576,0.108175786893116,76,81,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.383697499986738]","['d']",0,NA,35,1,0,"Negative",18.5,69.5,15,25,15,97,-3.5,-44.5,27.5,-3.5,0,1,"Negative",0.9,0.864864864864865,0.945742507482646,1.05391829437576,0.108175786893116,76,81,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.7674610000103712]","['d']",0,NA,35,1,0,"Negative",18.5,69.5,15,25,15,97,-3.5,-44.5,27.5,-3.5,0,1,"Negative",0.9,0.864864864864865,0.945742507482646,1.05391829437576,0.108175786893116,76,81,NA
"village","h","PM cue","",NA,NA,NA,"","[1.5671288999728858]","['l']",0,NA,35,1,0,"Negative",18.5,69.5,15,25,15,97,-3.5,-44.5,27.5,-3.5,0,1,"Negative",0.9,0.864864864864865,0.945742507482646,1.05391829437576,0.108175786893116,76,81,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.2341641000239179]","['h']",1,NA,36,1,1,"Negative",72,45.5,53,63,52,70,-19,17.5,24.5,-20,1,1,"Negative",1,0.972972972972973,0.662549960006436,0.741005172977394,0.078455212970958,20,97,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.767304100038018]","['h']",1,NA,36,1,1,"Negative",72,45.5,53,63,52,70,-19,17.5,24.5,-20,1,1,"Negative",1,0.972972972972973,0.662549960006436,0.741005172977394,0.078455212970958,20,97,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.383966800000053]","['h']",1,NA,36,1,1,"Negative",72,45.5,53,63,52,70,-19,17.5,24.5,-20,1,1,"Negative",1,0.972972972972973,0.662549960006436,0.741005172977394,0.078455212970958,20,97,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.166863500024192]","['h']",1,NA,36,1,1,"Negative",72,45.5,53,63,52,70,-19,17.5,24.5,-20,1,1,"Negative",1,0.972972972972973,0.662549960006436,0.741005172977394,0.078455212970958,20,97,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.5169861000031233]","['h']",1,NA,36,1,1,"Negative",72,45.5,53,63,52,70,-19,17.5,24.5,-20,1,1,"Negative",1,0.972972972972973,0.662549960006436,0.741005172977394,0.078455212970958,20,97,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.2506704000406899]","['h']",1,NA,36,1,1,"Negative",72,45.5,53,63,52,70,-19,17.5,24.5,-20,1,1,"Negative",1,0.972972972972973,0.662549960006436,0.741005172977394,0.078455212970958,20,97,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.8507893999922089]","['d']",0,NA,37,1,0,"Negative",50.5,66,42,61,11,71,-8.5,-5,5,-39.5,1,1,"Negative",0.85,0.77027027027027,0.823497076922556,0.759122310958209,-0.0643747659643465,72,89,NA
"village","h","PM cue","",NA,NA,NA,"","[0.8834645999886561]","['d']",0,NA,37,1,0,"Negative",50.5,66,42,61,11,71,-8.5,-5,5,-39.5,1,1,"Negative",0.85,0.77027027027027,0.823497076922556,0.759122310958209,-0.0643747659643465,72,89,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.7838335999986157]","['d']",0,NA,37,1,0,"Negative",50.5,66,42,61,11,71,-8.5,-5,5,-39.5,1,1,"Negative",0.85,0.77027027027027,0.823497076922556,0.759122310958209,-0.0643747659643465,72,89,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.7168499999970663]","['l']",0,NA,37,1,0,"Negative",50.5,66,42,61,11,71,-8.5,-5,5,-39.5,1,1,"Negative",0.85,0.77027027027027,0.823497076922556,0.759122310958209,-0.0643747659643465,72,89,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.8169063000241295]","['d']",0,NA,37,1,0,"Negative",50.5,66,42,61,11,71,-8.5,-5,5,-39.5,1,1,"Negative",0.85,0.77027027027027,0.823497076922556,0.759122310958209,-0.0643747659643465,72,89,NA
"village","h","PM cue","",NA,NA,NA,"","[0.5175082000205293, 0.8340140000218526]","['l', 'd']",0,NA,37,1,0,"Negative",50.5,66,42,61,11,71,-8.5,-5,5,-39.5,1,1,"Negative",0.85,0.77027027027027,0.823497076922556,0.759122310958209,-0.0643747659643465,72,89,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.1842244000872597]","['h']",1,NA,38,1,1,"Negative",50.5,61.5,41,56,43,52,-9.5,-5.5,-9.5,-7.5,1,1,"Negative",0.975,0.932432432432432,0.692260875005741,0.808553408220576,0.116292533214836,52,80,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.2833670999389142]","['h']",1,NA,38,1,1,"Negative",50.5,61.5,41,56,43,52,-9.5,-5.5,-9.5,-7.5,1,1,"Negative",0.975,0.932432432432432,0.692260875005741,0.808553408220576,0.116292533214836,52,80,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.9008176999632269]","['l']",0,NA,38,1,0,"Negative",50.5,61.5,41,56,43,52,-9.5,-5.5,-9.5,-7.5,1,1,"Negative",0.975,0.932432432432432,0.692260875005741,0.808553408220576,0.116292533214836,52,80,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.7173993000760674]","['h']",1,NA,38,1,1,"Negative",50.5,61.5,41,56,43,52,-9.5,-5.5,-9.5,-7.5,1,1,"Negative",0.975,0.932432432432432,0.692260875005741,0.808553408220576,0.116292533214836,52,80,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.9173780999844894]","['h']",1,NA,38,1,1,"Negative",50.5,61.5,41,56,43,52,-9.5,-5.5,-9.5,-7.5,1,1,"Negative",0.975,0.932432432432432,0.692260875005741,0.808553408220576,0.116292533214836,52,80,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.4834593998966739]","['h']",1,NA,38,1,1,"Negative",50.5,61.5,41,56,43,52,-9.5,-5.5,-9.5,-7.5,1,1,"Negative",0.975,0.932432432432432,0.692260875005741,0.808553408220576,0.116292533214836,52,80,NA
"bottle","h","PM cue","",NA,NA,NA,"","[2.1670062000048347]","['h']",1,NA,39,1,1,"Negative",31.5,73,41,80,41,80,9.5,7,7,9.5,0,1,"Negative",0.925,0.959459459459459,0.919232220000413,0.870689318056167,-0.0485429019442463,41,64,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.283735400007572]","['h']",1,NA,39,1,1,"Negative",31.5,73,41,80,41,80,9.5,7,7,9.5,0,1,"Negative",0.925,0.959459459459459,0.919232220000413,0.870689318056167,-0.0485429019442463,41,64,NA
"event","h","PM cue","",NA,NA,NA,"","[1.467195100034587]","['h']",1,NA,39,1,1,"Negative",31.5,73,41,80,41,80,9.5,7,7,9.5,0,1,"Negative",0.925,0.959459459459459,0.919232220000413,0.870689318056167,-0.0485429019442463,41,64,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.5668812000076286]","['h']",1,NA,39,1,1,"Negative",31.5,73,41,80,41,80,9.5,7,7,9.5,0,1,"Negative",0.925,0.959459459459459,0.919232220000413,0.870689318056167,-0.0485429019442463,41,64,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.2842050999752246]","['h']",1,NA,39,1,1,"Negative",31.5,73,41,80,41,80,9.5,7,7,9.5,0,1,"Negative",0.925,0.959459459459459,0.919232220000413,0.870689318056167,-0.0485429019442463,41,64,NA
"event","h","PM cue","",NA,NA,NA,"","[0.7172274999902584]","['l']",0,NA,39,1,0,"Negative",31.5,73,41,80,41,80,9.5,7,7,9.5,0,1,"Negative",0.925,0.959459459459459,0.919232220000413,0.870689318056167,-0.0485429019442463,41,64,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.4169817000001785]","['h']",1,NA,4,1,1,"Negative",80,63.5,89,82,81,71,9,18.5,7.5,1,1,1,"Negative",0.95,0.810810810810811,0.6849578750001,1.18225090985913,0.497293034859034,44,72,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.317067599999973]","['l']",0,NA,4,1,0,"Negative",80,63.5,89,82,81,71,9,18.5,7.5,1,0,1,"Negative",0.95,0.810810810810811,0.6849578750001,1.18225090985913,0.497293034859034,44,72,NA
"event","h","PM cue","",NA,NA,NA,"","[1.866812199999913]","['h']",1,NA,4,1,1,"Negative",80,63.5,89,82,81,71,9,18.5,7.5,1,1,1,"Negative",0.95,0.810810810810811,0.6849578750001,1.18225090985913,0.497293034859034,44,72,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.7342650000000503]","['l']",0,NA,4,1,0,"Negative",80,63.5,89,82,81,71,9,18.5,7.5,1,0,1,"Negative",0.95,0.810810810810811,0.6849578750001,1.18225090985913,0.497293034859034,44,72,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.2504549000004772]","['h']",1,NA,4,1,1,"Negative",80,63.5,89,82,81,71,9,18.5,7.5,1,1,1,"Negative",0.95,0.810810810810811,0.6849578750001,1.18225090985913,0.497293034859034,44,72,NA
"event","h","PM cue","",NA,NA,NA,"","[1.3005348999995476, 2.1672020999994857]","['h', 'l']",1,NA,4,1,1,"Negative",80,63.5,89,82,81,71,9,18.5,7.5,1,1,1,"Negative",0.95,0.810810810810811,0.6849578750001,1.18225090985913,0.497293034859034,44,72,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.4167992000002414]","['h']",1,NA,40,1,1,"Negative",100,80,41,60,81,80,-59,-20,0,-19,1,1,"Negative",0.975,0.945945945945946,0.810984260000987,0.956283010806687,0.1452987508057,42,53,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.05061730009038]","['h']",1,NA,40,1,1,"Negative",100,80,41,60,81,80,-59,-20,0,-19,1,1,"Negative",0.975,0.945945945945946,0.810984260000987,0.956283010806687,0.1452987508057,42,53,NA
"event","h","PM cue","",NA,NA,NA,"","[1.0837443999480456]","['h']",1,NA,40,1,1,"Negative",100,80,41,60,81,80,-59,-20,0,-19,1,1,"Negative",0.975,0.945945945945946,0.810984260000987,0.956283010806687,0.1452987508057,42,53,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.9505178000545129]","['h']",1,NA,40,1,1,"Negative",100,80,41,60,81,80,-59,-20,0,-19,1,1,"Negative",0.975,0.945945945945946,0.810984260000987,0.956283010806687,0.1452987508057,42,53,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.1996521000983194]","['h']",1,NA,40,1,1,"Negative",100,80,41,60,81,80,-59,-20,0,-19,1,1,"Negative",0.975,0.945945945945946,0.810984260000987,0.956283010806687,0.1452987508057,42,53,NA
"event","h","PM cue","",NA,NA,NA,"","[1.4338957000290975]","['h']",1,NA,40,1,1,"Negative",100,80,41,60,81,80,-59,-20,0,-19,1,1,"Negative",0.975,0.945945945945946,0.810984260000987,0.956283010806687,0.1452987508057,42,53,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.7173359000007622]","['l']",0,NA,41,2,0,"Negative",80.5,99,52,89,40,84,-28.5,-10,-15,-40.5,1,1,"Negative",0.775,0.783783783783784,0.882280943591375,1.14127767746481,0.258996733873436,62,79,NA
"village","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,41,2,0,"Negative",80.5,99,52,89,40,84,-28.5,-10,-15,-40.5,0,1,"Negative",0.775,0.783783783783784,0.882280943591375,1.14127767746481,0.258996733873436,62,79,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.7672241000109352]","['l']",0,NA,41,2,0,"Negative",80.5,99,52,89,40,84,-28.5,-10,-15,-40.5,1,1,"Negative",0.775,0.783783783783784,0.882280943591375,1.14127767746481,0.258996733873436,62,79,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.1336325000156648]","['l']",0,NA,41,2,0,"Negative",80.5,99,52,89,40,84,-28.5,-10,-15,-40.5,1,1,"Negative",0.775,0.783783783783784,0.882280943591375,1.14127767746481,0.258996733873436,62,79,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.0007713999948464]","['d']",0,NA,41,2,0,"Negative",80.5,99,52,89,40,84,-28.5,-10,-15,-40.5,1,1,"Negative",0.775,0.783783783783784,0.882280943591375,1.14127767746481,0.258996733873436,62,79,NA
"village","h","PM cue","",NA,NA,NA,"","[1.2672439999878407]","['d']",0,NA,41,2,0,"Negative",80.5,99,52,89,40,84,-28.5,-10,-15,-40.5,0,1,"Negative",0.775,0.783783783783784,0.882280943591375,1.14127767746481,0.258996733873436,62,79,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.6342361000133678, 2.866958800004795]","['l', 'h']",0,NA,42,1,1,"Negative",39.5,99,41,100,41,100,1.5,1,1,1.5,1,1,"Negative",0.975,0.905405405405405,0.91629468750325,1.05798978903985,0.141695101536597,68,94,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.4168771000113338, 1.9334356999606825]","['l', 'h']",0,NA,42,1,1,"Negative",39.5,99,41,100,41,100,1.5,1,1,1.5,1,1,"Negative",0.975,0.905405405405405,0.91629468750325,1.05798978903985,0.141695101536597,68,94,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.0677930999663658]","['l']",0,NA,42,1,0,"Negative",39.5,99,41,100,41,100,1.5,1,1,1.5,1,1,"Negative",0.975,0.905405405405405,0.91629468750325,1.05798978903985,0.141695101536597,68,94,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.0002732999855652, 2.0670250999974087]","['d', 'h']",0,NA,42,1,1,"Negative",39.5,99,41,100,41,100,1.5,1,1,1.5,1,1,"Negative",0.975,0.905405405405405,0.91629468750325,1.05798978903985,0.141695101536597,68,94,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.2504852000274695]","['l']",0,NA,42,1,0,"Negative",39.5,99,41,100,41,100,1.5,1,1,1.5,1,1,"Negative",0.975,0.905405405405405,0.91629468750325,1.05798978903985,0.141695101536597,68,94,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.517163399956189, 2.0337255999911577]","['l', 'h']",0,NA,42,1,1,"Negative",39.5,99,41,100,41,100,1.5,1,1,1.5,1,1,"Negative",0.975,0.905405405405405,0.91629468750325,1.05798978903985,0.141695101536597,68,94,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.1173120000166818]","['h']",1,NA,43,2,1,"Negative",74,47.5,61,62,61,59,-13,14.5,11.5,-13,1,1,"Negative",0.975,0.972972972972973,0.920325434998813,1.08400511351608,0.163679678517263,54,85,NA
"village","h","PM cue","",NA,NA,NA,"","[1.0338948999997228]","['h']",1,NA,43,2,1,"Negative",74,47.5,61,62,61,59,-13,14.5,11.5,-13,1,1,"Negative",0.975,0.972972972972973,0.920325434998813,1.08400511351608,0.163679678517263,54,85,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.6337671999935992]","['h']",1,NA,43,2,1,"Negative",74,47.5,61,62,61,59,-13,14.5,11.5,-13,1,1,"Negative",0.975,0.972972972972973,0.920325434998813,1.08400511351608,0.163679678517263,54,85,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.2673929999873508]","['l']",0,NA,43,2,0,"Negative",74,47.5,61,62,61,59,-13,14.5,11.5,-13,1,1,"Negative",0.975,0.972972972972973,0.920325434998813,1.08400511351608,0.163679678517263,54,85,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.4170884999912232]","['h']",1,NA,43,2,1,"Negative",74,47.5,61,62,61,59,-13,14.5,11.5,-13,1,1,"Negative",0.975,0.972972972972973,0.920325434998813,1.08400511351608,0.163679678517263,54,85,NA
"village","h","PM cue","",NA,NA,NA,"","[1.0834690000046976]","['h']",1,NA,43,2,1,"Negative",74,47.5,61,62,61,59,-13,14.5,11.5,-13,1,1,"Negative",0.975,0.972972972972973,0.920325434998813,1.08400511351608,0.163679678517263,54,85,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.8508551999693736, 2.3506671999930404]","['l', 'h']",0,NA,44,1,1,"Negative",62.5,48,26,76,22,83,-36.5,28,35,-40.5,1,1,"Negative",1,0.959459459459459,0.747199740003271,0.900706737837912,0.153506997834641,70,86,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.9672330000321381]","['h']",1,NA,44,1,1,"Negative",62.5,48,26,76,22,83,-36.5,28,35,-40.5,1,1,"Negative",1,0.959459459459459,0.747199740003271,0.900706737837912,0.153506997834641,70,86,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.1339262999827042]","['h']",1,NA,44,1,1,"Negative",62.5,48,26,76,22,83,-36.5,28,35,-40.5,1,1,"Negative",1,0.959459459459459,0.747199740003271,0.900706737837912,0.153506997834641,70,86,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.249749599955976, 1.9503284999518655, 2.16714839998167, 2.3338272999972105]","['l', 'd', 'h', 'h']",0,NA,44,1,1,"Negative",62.5,48,26,76,22,83,-36.5,28,35,-40.5,1,1,"Negative",1,0.959459459459459,0.747199740003271,0.900706737837912,0.153506997834641,70,86,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.9502903000102378]","['h']",1,NA,44,1,1,"Negative",62.5,48,26,76,22,83,-36.5,28,35,-40.5,1,1,"Negative",1,0.959459459459459,0.747199740003271,0.900706737837912,0.153506997834641,70,86,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.9504568999982439]","['h']",1,NA,44,1,1,"Negative",62.5,48,26,76,22,83,-36.5,28,35,-40.5,1,1,"Negative",1,0.959459459459459,0.747199740003271,0.900706737837912,0.153506997834641,70,86,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.4839138999814168]","['l']",0,NA,45,1,0,"Negative",67,71,64,48,63,57,-3,-23,-14,-4,1,1,"Negative",0.975,0.932432432432432,1.23100686999387,1.40377441666108,0.172767546667213,59,88,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.5836098999716341]","['h']",1,NA,45,1,1,"Negative",67,71,64,48,63,57,-3,-23,-14,-4,1,1,"Negative",0.975,0.932432432432432,1.23100686999387,1.40377441666108,0.172767546667213,59,88,NA
"event","h","PM cue","",NA,NA,NA,"","[1.8836115000303835]","['l']",0,NA,45,1,0,"Negative",67,71,64,48,63,57,-3,-23,-14,-4,1,1,"Negative",0.975,0.932432432432432,1.23100686999387,1.40377441666108,0.172767546667213,59,88,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.6335870999610052]","['h']",1,NA,45,1,1,"Negative",67,71,64,48,63,57,-3,-23,-14,-4,1,1,"Negative",0.975,0.932432432432432,1.23100686999387,1.40377441666108,0.172767546667213,59,88,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.6503553999355063]","['h']",1,NA,45,1,1,"Negative",67,71,64,48,63,57,-3,-23,-14,-4,1,1,"Negative",0.975,0.932432432432432,1.23100686999387,1.40377441666108,0.172767546667213,59,88,NA
"event","h","PM cue","",NA,NA,NA,"","[1.6668868999695405]","['h']",1,NA,45,1,1,"Negative",67,71,64,48,63,57,-3,-23,-14,-4,1,1,"Negative",0.975,0.932432432432432,1.23100686999387,1.40377441666108,0.172767546667213,59,88,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.6671553999185562]","['h']",1,NA,46,1,1,"Negative",90,65,83,67,78,76,-7,2,11,-12,1,1,"Negative",0.85,0.932432432432432,0.801819425634443,0.929335933779618,0.127516508145175,32,52,NA
"writer","h","PM cue","",NA,NA,NA,"","[2.3168088999809697]","['h']",1,NA,46,1,1,"Negative",90,65,83,67,78,76,-7,2,11,-12,1,1,"Negative",0.85,0.932432432432432,0.801819425634443,0.929335933779618,0.127516508145175,32,52,NA
"event","h","PM cue","",NA,NA,NA,"","[1.3672263999469578]","['h']",1,NA,46,1,1,"Negative",90,65,83,67,78,76,-7,2,11,-12,1,1,"Negative",0.85,0.932432432432432,0.801819425634443,0.929335933779618,0.127516508145175,32,52,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.5506716000381857]","['h']",1,NA,46,1,1,"Negative",90,65,83,67,78,76,-7,2,11,-12,1,1,"Negative",0.85,0.932432432432432,0.801819425634443,0.929335933779618,0.127516508145175,32,52,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.4672432999359444]","['h']",1,NA,46,1,1,"Negative",90,65,83,67,78,76,-7,2,11,-12,1,1,"Negative",0.85,0.932432432432432,0.801819425634443,0.929335933779618,0.127516508145175,32,52,NA
"event","h","PM cue","",NA,NA,NA,"","[1.4005645998986438]","['h']",1,NA,46,1,1,"Negative",90,65,83,67,78,76,-7,2,11,-12,1,1,"Negative",0.85,0.932432432432432,0.801819425634443,0.929335933779618,0.127516508145175,32,52,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.8503484000684693]","['l']",0,NA,47,1,0,"Negative",21,79.5,18,83,18,83,-3,3.5,3.5,-3,0,1,"Negative",1,0.905405405405405,0.756255662505282,0.883006267125195,0.126750604619913,66,87,NA
"village","h","PM cue","",NA,NA,NA,"","[0.7671541000017896]","['l']",0,NA,47,1,0,"Negative",21,79.5,18,83,18,83,-3,3.5,3.5,-3,0,1,"Negative",1,0.905405405405405,0.756255662505282,0.883006267125195,0.126750604619913,66,87,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.6507702999515459]","['l']",0,NA,47,1,0,"Negative",21,79.5,18,83,18,83,-3,3.5,3.5,-3,0,1,"Negative",1,0.905405405405405,0.756255662505282,0.883006267125195,0.126750604619913,66,87,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.6171570000005886]","['l']",0,NA,47,1,0,"Negative",21,79.5,18,83,18,83,-3,3.5,3.5,-3,0,1,"Negative",1,0.905405405405405,0.756255662505282,0.883006267125195,0.126750604619913,66,87,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.9836359999608248]","['l']",0,NA,47,1,0,"Negative",21,79.5,18,83,18,83,-3,3.5,3.5,-3,0,1,"Negative",1,0.905405405405405,0.756255662505282,0.883006267125195,0.126750604619913,66,87,NA
"village","h","PM cue","",NA,NA,NA,"","[0.83405770000536]","['l']",0,NA,47,1,0,"Negative",21,79.5,18,83,18,83,-3,3.5,3.5,-3,0,1,"Negative",1,0.905405405405405,0.756255662505282,0.883006267125195,0.126750604619913,66,87,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.5169295000378042]","['h']",1,NA,48,1,1,"Negative",69.5,53.5,21,51,37,50,-48.5,-2.5,-3.5,-32.5,1,1,"Negative",0.975,1,0.695898237515939,0.815991762166566,0.120093524650627,42,62,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.7002447000704706]","['h']",1,NA,48,1,1,"Negative",69.5,53.5,21,51,37,50,-48.5,-2.5,-3.5,-32.5,1,1,"Negative",0.975,1,0.695898237515939,0.815991762166566,0.120093524650627,42,62,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.1502545999828726]","['h']",1,NA,48,1,1,"Negative",69.5,53.5,21,51,37,50,-48.5,-2.5,-3.5,-32.5,1,1,"Negative",0.975,1,0.695898237515939,0.815991762166566,0.120093524650627,42,62,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.2339999999385327]","['h']",1,NA,48,1,1,"Negative",69.5,53.5,21,51,37,50,-48.5,-2.5,-3.5,-32.5,1,1,"Negative",0.975,1,0.695898237515939,0.815991762166566,0.120093524650627,42,62,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.3168303000275046]","['h']",1,NA,48,1,1,"Negative",69.5,53.5,21,51,37,50,-48.5,-2.5,-3.5,-32.5,1,1,"Negative",0.975,1,0.695898237515939,0.815991762166566,0.120093524650627,42,62,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.3342277000192553]","['h']",1,NA,48,1,1,"Negative",69.5,53.5,21,51,37,50,-48.5,-2.5,-3.5,-32.5,1,1,"Negative",0.975,1,0.695898237515939,0.815991762166566,0.120093524650627,42,62,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.9005497000007381, 1.250551400000404, 1.8004713000000265, 2.0837562000006074]","['l', 'h', 'h', 'h']",0,NA,49,1,1,"Negative",98,95,66,78,72,64,-32,-17,-31,-26,1,1,"Negative",0.95,0.972972972972973,0.396578620000037,0.537626171232846,0.14104755123281,61,77,NA
"village","h","PM cue","",NA,NA,NA,"","[0.5339506000000256, 1.4838587000003827]","['l', 'h']",0,NA,49,1,1,"Negative",98,95,66,78,72,64,-32,-17,-31,-26,1,1,"Negative",0.95,0.972972972972973,0.396578620000037,0.537626171232846,0.14104755123281,61,77,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.2334008999996513, 1.5670609999997396]","['h', 'l']",1,NA,49,1,1,"Negative",98,95,66,78,72,64,-32,-17,-31,-26,1,1,"Negative",0.95,0.972972972972973,0.396578620000037,0.537626171232846,0.14104755123281,61,77,NA
